6748.8,6256.2,6559.9,9246.9,1891.1,7205.8,6080.7,3987.6,4940.8,3509.8
8600.6,7685.6,7387.6,3959.7,3336.8,9394.9,3737.4,5639.6,3645.5,2759.4
8328.7,10219,12707,11502,2402.7,10881,6503.4,2551.5,6735.6,2748.6
10063,11933,8851.3,5127.9,5741.4,11950,4648.5,5398.5,3473.8,6283.2
4198.6,6290,4271,4291,5971.2,6926,4141,2643.3,4969.8,4342.6
6028.1,8019.8,7350,3320.5,4608.4,6341.4,5346.6,7277.2,4049.1,3228
10627,12475,8852.8,5464,8148.6,13450,3882.9,5374.4,3701.6,6825.9
7330,3915.5,5014,10047,1160.4,5778.1,8518,3438.8,3180.1,5399.1
8933.4,8474.3,6209.7,7345.6,5890.3,10932,6810.5,3762.9,3028.8,5720.6
9117.8,11404,7797.2,2938.3,6114.7,10605,4807.3,4840.3,3439.6,3131.8
12170,16013,9536.1,6724.3,10127,12024,4754.1,4308.1,3813,3330.1
7786.9,11720,6051.4,5008.6,6533.8,9897.2,11691,3041.9,2898.4,4925.8
8811.2,10398,7994.5,10532,7502.5,12733,7656.1,11537,5860.6,7924.4
9630.9,9462.5,8940.5,6740.7,8398.2,8749.3,5626.8,4318.9,3650.7,4001.7
8089.4,15092,11940,5314.5,7722.8,10499,8414.8,1976.2,3363.6,6097.7
8687.3,15691,9399.5,6320.9,9952.2,10863,3912.4,4072.3,3439.8,4322.4
12581,11005,11863,6548.1,3790.7,16371,5173.1,9636.3,3915.7,5126.8
7892.2,12317,9509.3,6127.8,8144.1,10337,5319.9,3657.5,3262,5561.2
8952.3,10603,10958,2350.6,5173,11933,2493.9,2282.8,2779.7,4451.2
7790,11218,8763.3,3989.2,7143,11004,3661.3,3963,3392.1,5606.9
8271.3,12464,8735.1,14249,6859.9,9385.6,6229.9,2617.1,3678.1,3149.4
10515,12293,10880,4323.1,7289.1,8798.1,3954.6,4748.3,3297,2987.5
11241,10550,11020,4808.8,3985.3,9879,4632.4,6233.6,3670.3,5406.4
8025.8,9082,5581.8,10984,3589.7,9647.4,7440.2,4566.7,3618.9,6394.8
11133,9068.4,10164,9569.8,3456.8,11079,3513.2,3108.5,4607.4,4323.7
7997.9,13960,7178.1,2808.1,9168.8,15588,4658.2,3346,6849.7,11289
9734.2,11687,10005,3749.7,6787,13871,3657.6,3256,3159.4,4106.7
11527,14379,19476,4190.9,8055.2,9537.8,3335.2,3101.9,3377.2,3485.4
11917,10942,8623.1,4570.2,5660.2,12378,4517.5,4633.1,4934.9,3561.3
12029,12730,12849,4646.4,3643.8,8117.1,9398.9,2795.8,13367,3146.4
9761.9,5627.6,7905.9,5753.6,3498.6,11529,4001.2,4760.9,4480.3,3411.5
9250.3,10475,10730,4169.9,5509.8,6044.7,2454.6,2861.1,2709.8,3075.2
7654,4777.3,7355.2,3054.6,2339.4,10568,4816.8,2489.4,3370.5,3135
6663.1,7672.1,4818.2,4528.4,2453.2,7497.8,2691.9,3005.7,3081.3,3055.1
8476.7,9049.6,8550.4,7962.8,4232.1,8942.1,3501.9,10609,4044,4346.8
12252,9571.8,12037,3487.8,4986.4,12157,3347.7,3736.7,4180.9,7879.2
11345,13749,10935,5266.3,7053,13411,4244.8,7502.3,3138.2,5519.3
9079.5,9843.3,7568.7,3260.7,3909.5,7469.2,3418.2,2774.5,5863.7,2726.8
7464.7,2460.1,4281,3280.4,693.88,8397.4,3815.7,10344,3978.8,2309.9
6744.3,11317,8657.4,5740.4,11066,7240.9,3314.6,2351,3359.5,3514.6
8739.2,12920,7360.8,3040.2,8773.9,9791.1,2826.6,2909.8,2856.3,4306.5
10714,13241,8832.7,4554.5,5171.2,12315,3711.1,4189.2,3454.8,2905.2
11244,11174,9636.2,12608,7820.8,11398,4752.3,4094.4,3259.9,4298.4
13584,17363,11840,9351.5,9101.9,13907,13707,5107.4,5987.1,3769.6
6075.8,8294.5,4329.9,3843.7,2586.2,9472.8,3769.3,12766,5598.4,3091.3
14524,15986,11331,4555.4,9645.6,14569,4589.9,4113.4,4467,3696.2
14457,14141,12081,5404.2,9136.7,14202,3893.5,4643,3435.7,4907.9
7440.1,12713,9055.1,2561.4,9251.3,10684,4507,2435.8,3511.9,6675.4
8005.3,12761,10395,6123.8,7290.1,9318.9,5400.6,2900.5,3698.1,2918.3
8380.6,6806.2,6506.9,5157.2,3362,13542,6688.4,4476.2,4148.9,3185.4
8725,5044.6,5608,6843.3,2461.3,9148.2,8718.5,5789.9,16796,2948.2
10202,10616,9108.4,5236.3,4027.4,10394,5979.5,4349.5,3684.1,5336.4
9089.9,12557,10859,6813.9,8975.8,12126,4610.6,2202,2680.8,3950.3
3470.2,3129,3959.4,2269.5,811.75,8090,2922.5,2914,5085.2,2692.6
9783.3,10136,9325.4,6055.9,5822.2,10280,5113,2851.9,3158.9,3049.4
8557.1,6298.2,7279,5321.7,3080.3,9415.8,5190,2650.1,4827,4963.2
11798,15134,9223.3,9557.3,8722.2,12323,6319.1,3990.9,3546.4,3919.7
10240,9731.8,8825.7,3275.6,5137.5,11750,3970.4,3173.4,3190.7,6944.6
10903,13349,7654.4,12306,7042.3,13017,5558.2,5320.6,3921.3,3235
10266,10784,6690.1,3006.1,8135.9,15196,5025,1910.8,2464,3088.1
8599,9737.2,5471.7,11527,6421.4,8274.3,10048,3520.8,3850.2,2881.8
12087,11947,10823,6539.6,4636.3,10373,5921.5,11750,5883.3,2813.6
6761.3,6932.4,6100.9,3728.9,2241.2,8175.6,6073,9897.9,6757,3434.6
12894,17689,11717,4108.2,10905,14090,6636.3,3386.5,2790.1,2840.3
7181.7,12953,9051.8,4738.4,10379,8559.6,4307.2,3324.2,4103.4,2992.3
7136.4,9442.6,9203,4943.3,4731,5721.2,4130.3,6759.4,19912,3610.1
6134.5,4597,5902,23275,1182.3,9436.8,14712,2598.3,5609.6,3112.8
11302,11047,10331,9672.7,4622,10408,11964,4402.2,15058,7012.6
7296.9,4177.8,4899.7,9012.6,1757.6,8462.3,8171.8,3194.9,14751,2899.5
14539,11332,12587,5244,4731.2,14496,3583.2,2677,4292,3713.9
15500,4817.5,4176.6,3828.8,1675.7,13116,5584.4,2956.4,3978.8,2509.3
11958,10696,8155.6,4565.6,4427.8,9407.4,2925.6,3070,3633.9,3290.7
9298,9715.1,8638.3,4794.8,5472.2,14224,4172.8,3559,3322,4589.6
11188,11144,9456.6,4609.7,4864.5,10331,4108,2869.2,2891.6,3160.4
17571,12430,14240,6596.1,2768,11754,13255,3220.8,11586,3371.1
7259,6907.9,8525.8,3856,3109.4,7307.3,7042.2,5342,5394.4,2902.5
12453,17782,14614,3907.2,8714,15699,4095.8,4262.2,3675.6,3780
8966.7,5771.5,7273.9,11315,2722.1,9855.8,13499,3607.7,3729.3,2594.5
9808.2,12910,10606,5941.1,5811.8,10521,2950.1,5795.5,4364,4002.2
9270.9,10842,8067.8,9518.3,4093.4,11926,4960.1,6174.9,5148.7,4204.3
9227.1,8497.1,10848,5550,4214.8,8498.9,2885,2406.1,3300.4,5306.5
12386,12928,15326,10764,4090.9,10461,11046,4411.5,5709.4,3264.1
7236.6,14209,7018.2,3427.1,7637.7,9891,2788.8,4667.5,3037.4,2731.2
6693.9,5491.9,4362.7,7392.7,2890,5683.4,4868.3,5384.9,3518.9,3298
10223,15691,9714.2,5353.1,8504.6,14372,6225.5,3497.2,3481.5,5629
8685.5,13021,6866.6,4780.9,7755.8,10279,6549.2,3523.2,3476.2,3354.1
9974.1,11452,8011.6,6659,6640.2,10471,4073.4,3407.6,4143.9,4706
10121,12876,7702.3,9775.8,6340.4,10350,5975.9,7514.6,4122.5,2919.5
9011.6,12885,8518.8,5869,5200.4,7531.9,2693.2,4276.3,3089.2,3044.7
9359.6,11934,8129,3613.1,8579.1,11884,3702,7223,3421.6,2951.4
10474,7456.3,11545,8178.4,2329.7,7872.1,5592,3018.9,5644.1,3080.4
3774.2,6919.9,4922.3,3342,4671.8,4760.4,3063.9,3365.5,2544.5,3804.9
10648,13129,11483,9520.9,8043.4,12663,7657.8,4067.1,3808.9,2922.9
10491,5201.8,8045.3,5207.7,2661.7,8194.7,6720.1,6360.8,8698,2483.4
6662.5,11578,6580.8,6330.5,2185,10717,4680.7,3041.5,7148.7,10035
8794.4,7690.9,6185.9,6722.4,2389.7,10452,9101.9,4663.1,9397,2954.3
4007.4,5684.2,3084.1,5051.6,2302.3,6698.6,7579.5,5559.9,5480.7,3030.1
9736.4,9964.1,8300.6,4030.3,7716,8738.2,4839.6,2594.5,4644.4,3429.8
8453.5,16303,7961.7,3899.7,8151.5,9755.9,4553.3,4682.3,4910.2,3464.7
8175.6,8604,5954.2,8198.2,4503.1,9211,5687.6,5702.7,5262.4,4649.8
6268.8,8320.1,6147.9,5907.9,3834,8049.1,4390,7453.5,3093.8,3669
8634.1,13583,10268,2852.8,7283,14593,3037.2,4280.9,3633.9,4045.1
5802.1,7295.2,7325.2,15405,4958.7,7095.8,6874,6195.3,3482.9,4699.4
10230,10228,10554,5173,5088.3,9435.7,4104.3,4862,4897,3241.1
8044.8,12662,7304.6,4123.4,9195.8,11010,4131.9,2826.1,2879.4,5194.9
13632,14519,11069,4863,11280,16116,6865.5,4032.6,3434.5,4999.6
4763,12010,4319,2945.7,2958.8,8415.5,3671.7,4708.4,7072.6,4143.3
7638.7,11294,8366.1,5360.9,4996.8,12379,4748.2,6095.9,3918.4,6112.5
9577.2,9026.4,11330,4539.7,3963,12268,3653.2,4432.3,3772.1,5048.8
8255.1,6595.4,8076.8,7328.2,2574.1,9266.6,6160,9823.2,5058.9,2736
6942.3,7988,5698.9,3785.1,4294.7,8321.7,3373.5,3628.7,4617.6,3997.3
13193,14331,12703,8731.8,6802.9,9824.8,3949.6,3251.2,4227.9,4079.3
12403,16460,13832,5766.9,9302.3,11608,4374.8,4041.5,3216.4,3044.1
7369.1,12264,8621.1,3560.6,3776.7,7583.2,4484.1,3164.6,5238.2,4822.6
6205.7,4970.6,5386.9,25270,1616.2,7396.2,11008,2414.2,4506.8,3101.7
8851.7,5816.4,5994.5,13665,2312.4,11572,11856,2489.9,7445.1,4566.5
10268,14129,13332,4087.1,5518.9,9943.8,5608.5,6052.8,5262.9,4541.3
14135,13728,12021,3758.8,6900.2,12130,5451.1,6088.1,4085.4,4016.9
8180.9,9785.3,8372,9701.3,4989.3,8415.5,5449.6,4931,3468,4865.1
8554.2,7976.8,7235.3,7125.3,3865.3,8476.4,5694,3001.4,5131.4,4108.9
9393.5,9522.5,7823.3,6098.4,3817.8,11539,4130.6,4755.5,6320.4,4896.5
10740,11826,9117.6,3893.3,7188.4,15250,9404.5,5705.6,3798.9,6308.9
9858.3,9742.1,7643.8,3513.4,4057.2,13162,2285.1,5231.9,4039.9,10091
8209.6,12489,7566.9,4266.5,7130.3,14329,3228.8,5318.7,3035.4,5318.6
9947.5,8247,9036.3,3502.3,4907.4,10238,2989.6,3423.7,4263.7,2851.2
11865,14252,10161,5829.1,6786.2,12587,5009.6,7024.6,3233.6,3231.2
12771,15941,11866,2194.2,10466,12556,2947.5,5227.3,4117.7,2753.5
11719,11670,10852,6952.2,7177.3,14931,5812.8,5732.6,3538,5928.8
9805.7,6428.5,10697,4254.3,5413.2,10038,2995.3,2938.9,2717.5,3314.4
8652.2,11208,10854,3488.5,5474.6,8824.5,3072.4,3077.3,2667,4053.3
13066,10062,12750,4064.2,7108.1,9421.7,8082.9,4124.4,3462.6,3048.1
11923,12332,10612,10168,8385.7,15486,3643,2472.1,4960.9,7897.7
9516.8,14517,9210.8,7272.8,10255,13885,6199.9,4451.3,3046.7,6221.7
14170,14795,11964,8805.8,6754.8,12000,6384.7,3751.4,4172.9,3350.1
9571.9,17033,12308,2952.8,4808.2,8921.4,2955,2718.1,4295.2,3454.4
5137.5,6553.3,6713.9,4149.1,2676.5,7259.7,4748.2,9526.9,3199.1,4042.4
6084,3448.9,4589.6,3979.4,1374.5,5482.6,3498,2338.1,4565,2617.1
9438.7,9919,9381.1,3265.7,4956.7,10849,3714.1,8734.4,4557.8,5683.4
12104,16486,13449,9767.5,6330.3,14469,4375.5,8042.1,5362,3916.3
13238,13336,6818.7,4799.3,5784.2,11048,5124.2,6795.9,3981.6,5145.5
3406.9,1400.6,2485.2,5987.3,350.17,1907,4921.6,1.1766e+05,3662,2444.6
9154.4,7394,8196.4,5654.2,2013.2,5224.2,4086.6,2786.9,6295,3507
11593,11049,11037,6423.5,6135.3,10860,4668.3,5744,3342.5,4059.2
9342.7,9694.7,7696.1,4030.7,2549.9,7886,2987,2126.8,3710.3,9956.7
13254,10724,9644.1,7090.3,3878.4,15145,5191,3837.2,3959.3,3556
11189,15404,10399,4805.2,8956,11575,4370.9,3279.4,3013.6,3751.5
2561.6,4923.8,2793.6,14983,974.37,5716.8,19726,2593.8,10143,2638.2
6071.2,10978,8669.3,6317.6,2341.1,5713.2,6445.5,4438.3,7271.3,3762.4
4019.7,5722.4,3897.4,4063.5,4808.7,7928.3,7009.8,2719.5,3244.6,4063.1
3349.5,3936.5,2713.4,8490.8,1787.4,1793.1,2959.1,3366,3036.2,3064.4
14609,12871,12606,6990.4,5814.2,17065,4089.5,11632,3096.1,3316.8
8542.3,8697.8,8588.5,11001,4737.4,15461,6990.8,3111.9,6633.3,3512.8
8025.5,2277.9,9733.3,13522,1374.3,7445.9,11458,2261,4432.5,2883.9
9641.5,10026,8071.4,5028.5,7766.6,13189,5104,6294.8,3380.8,8518
10494,9892.9,8691.7,3592.1,3500.1,12270,6281.9,4132.7,4631.6,4339.5
7075.1,4022.3,5314.7,8998.6,3046.7,7823.1,13289,3973.9,4043.2,3018.8
4688.5,4873.9,5725.2,3064.7,5874.1,10065,4412.7,2383.6,4416.3,2714.3
7617.7,10754,6357.8,15171,4684.5,9050.8,5766.6,3163.5,4675.3,3108.1
4895.4,6769.3,4558.5,4396.3,3878.4,7281.5,4554.7,5580.5,3396.7,3218.4
7535.1,12950,7987.6,4992.6,3932.7,9640.4,4787.7,5070.9,3611.9,4978.7
7740.9,7965.6,7897,10363,3060.8,8533,2916.5,4615.6,2770.8,3566.2
10741,12637,8380.9,5032.4,3196.2,8111.1,2701,3541.4,5859,4534.7
13832,16510,12214,4504.5,6639.5,13506,5517.1,3198.2,4036.2,4708.4
12684,15958,10692,8382.3,7743.4,13245,4380.5,4270.5,3821.2,3918.2
10836,11999,9792,5112.9,6687.1,8862.9,3760,3944,3625.1,3454.6
12154,13354,9402.2,3647.2,6274.8,10387,3893.7,4560.9,3767.8,3545.4
11976,8896.2,9327.9,3746.2,2399.8,12993,3350.3,7535.7,4001.7,6336
6543.4,13645,12254,6957.5,5057.7,9342,5014.3,2588.5,3664.8,3439.2
8022.2,9583.8,8346,10124,4514,12281,7166,6138.1,6765.6,4759.4
8875.4,10458,8353.8,5925.7,2746.1,9853.8,6765.5,2555.5,22087,2729.1
11076,10202,6767.7,11588,3296.2,8552,12433,3259.7,6500.1,2768.5
9686.4,13063,8909.1,6794.6,7895.5,13716,5382.3,6135,3498.1,6659.9
10520,15696,12741,3266.6,10894,14127,4408.8,2383.7,3128.4,5520.8
4874.9,6506.8,5109.8,8132.4,1765.2,5123.7,10739,2768.3,12070,3559.4
9485.6,9385.4,10328,7482.9,3263.1,10719,5979,2333,5536.3,3312.4
4153.8,9007.1,4694.3,27111,3748.1,9385.9,6906.1,6828.3,3341.5,3633.8
9376,10827,9425.2,6101.7,6819.4,10190,7430.7,3363.3,7250,4365.9
11892,10110,13065,8057.2,5716.6,14117,4309.4,5020.7,4194.6,6548.3
8224.8,8178.6,8061.6,9185.6,3883,8637.7,6267.1,6269.2,3989.6,3018.5
12715,12999,12020,3892.2,5133.2,11986,4259.5,4941.1,3348.1,3136.7
12011,21439,13193,6784,5096,8895.8,18019,2831.8,4240,4109.3
7018.4,8020.5,6714.9,4806.4,4143.9,7579.2,3359.3,4022.1,4825.3,5135.4
5994.6,9577.2,7678.1,6679.3,3674.3,5944.9,3911.4,2863.2,3633,5542.5
10931,7939,10478,4370.6,2124,8160.6,8956.7,2528.2,3999,3803.2
6251.2,6743.2,5437.4,4425.5,2793.2,9182.7,5348.6,8527.8,10071,7341.7
9970.2,9962.9,7473.9,4428.3,6336.5,12227,3188.1,4373.6,2955,5170.4
11807,11326,9260.9,11223,5076,13633,9092.7,3495.5,3025,4820.2
12170,10725,12126,5104.1,3906.6,8641.1,4790,1883.8,5128,4087.4
15182,17935,14207,5286.6,10547,18075,6549.4,8000.8,3597,5368.8
12939,15325,11749,5939.9,6207.6,15467,5095.9,5962.4,6025.1,6230.8
9976,8213.5,6818.1,5709.3,1906.9,9993.5,7166.4,6146.4,6608.9,3427.2
10885,13763,10569,3807.3,6605.1,14194,4154.2,2669.4,2937.9,5468.5
10259,9924.6,9328.6,8390.8,7459.1,13458,5079.6,4169.7,3569.9,2723.3
15735,15866,14969,2678.3,8672.5,13935,3269,2737.6,3436.8,3954.9
7711.4,7304.1,7194.3,4909.5,3305.9,11651,5129.2,4337.8,4335.8,5535.7
10041,9675.6,8238.7,11647,1891.3,8192.5,8250.6,5386.6,5182.1,2677.4
7325.4,8269.9,8647,2892.5,2565.5,11676,3794.5,6598.6,4395.8,2874.7
8101.6,6900.2,7529,3015.1,5323.8,10563,3455,4335.4,2646.2,5436.6
8853.7,10304,6459.6,8133.9,5319.8,8149.5,8263.3,9389.3,5861.3,3931.1
8385.2,14795,9094.7,3328.7,5610.1,10511,3101.9,3227.7,5507.3,5793.1
12856,17066,11774,15106,8352.3,16065,12716,4496.2,3478.1,3994.9
8968.7,6821.7,8765.2,3791.6,2717.3,9001.2,4023.6,5413.3,3973,6248.8
7225.9,6639.9,5924,3971.1,3406.2,6839.4,3444.8,8046.3,3163.2,3013.9
7557.8,14439,8464.6,3589.5,6922.2,8362,6429.2,2652.6,3812.7,3286.1
6452.9,3722.2,4921.8,7854.5,1702.2,4859.6,5727,4695.4,4978.3,2979.5
10808,9300.3,10632,7826.8,3853.7,11100,10841,4370.6,4452.9,3036.7
10879,12762,7823.8,6159.2,3877,9161.9,8054.1,3644.8,4494.4,2351.6
